"order_id","user_id","order_number","order_dow","order_hour_of_day","days_since_prior_order"
3172297,26608,4,1,"00",24
671832,26611,7,0,"09",29
2089766,26612,4,5,"11",5
16478,26613,37,0,"14",3
1339235,26614,25,3,"19",9
2991354,26615,11,0,"17",23
355752,26617,5,4,"10",29
1020017,26618,4,0,"10",14
2998262,26619,9,5,"11",30
1168459,26622,5,2,"15",30
1133632,26624,8,3,"15",18
2283945,26631,5,0,"17",7
2432706,26632,13,3,"18",3
1397349,26633,10,2,"08",2
2981687,26634,27,0,"16",6
622700,26635,56,6,"18",5
1605700,26636,4,4,"17",30
1179020,26637,8,6,"07",12
1543723,26638,5,0,"17",14
127122,26640,8,3,"18",17
2459137,26642,6,2,"15",30
384639,26644,4,1,"13",8
381819,26645,68,5,"12",4
1248291,26646,14,3,"20",19
2503133,26647,6,1,"08",30
2327192,26648,13,4,"18",8
2905499,26651,44,2,"12",12
526111,26652,23,4,"09",8
3255033,26653,25,3,"17",9
2007405,26654,41,6,"15",3
1836783,26655,7,2,"14",23
1642602,26656,7,3,"10",30
1670766,26657,6,2,"11",13
343535,26658,8,0,"10",30
260912,26659,16,6,"14",30
2184541,26660,7,4,"09",15
2933919,26661,6,1,"16",14
3119526,26662,4,0,"17",3
2806362,26665,56,6,"08",7
2727322,26666,24,4,"11",20
2225267,26668,10,3,"09",29
77690,26669,37,5,"12",4
2061323,26670,9,4,"15",3
1857225,26671,4,4,"17",12
1894078,26673,10,0,"16",14
2366576,26678,7,3,"19",21
1090655,26680,8,3,"16",3
1097563,26681,22,6,"14",9
81870,26682,5,1,"08",14
1479725,26683,4,3,"19",30
3029699,26684,4,0,"09",20
2672755,26685,4,4,"13",30
1521467,26686,63,0,"14",7
1938075,26687,5,0,"20",9
1457642,26691,21,6,"11",1
2102055,26692,15,0,"18",30
2485954,26693,100,4,"16",2
2304363,26694,17,0,"09",30
2767808,26696,4,4,"13",30
2230733,26697,6,5,"13",30
1906485,26699,7,0,"12",10
2770069,26700,10,0,"15",8
302122,26702,26,6,"07",6
1299013,26703,4,5,"23",30
2008723,26705,18,1,"17",30
2713831,26706,12,0,"16",30
1130734,26707,4,3,"08",14
2825301,26708,60,1,"06",7
1296950,26709,4,3,"20",6
2731864,26710,5,4,"16",13
1207671,26712,89,0,"07",4
2502457,26714,60,5,"17",4
2698088,26715,100,3,"10",4
177191,26716,4,2,"18",30
389926,26721,19,0,"13",30
2294100,26722,7,5,"15",30
2103840,26727,18,2,"20",3
2040097,26728,6,0,"12",30
1747234,26729,15,4,"09",8
493682,26730,30,3,"17",8
916548,26731,11,1,"18",11
2243903,26733,10,3,"08",7
1965733,26734,4,0,"14",30
1081782,26739,26,0,"17",11
1515311,26740,11,2,"07",9
2307286,26741,7,1,"14",30
2891766,26742,8,4,"09",30
1201592,26743,12,6,"09",7
2605447,26744,4,0,"14",30
1257768,26745,55,5,"16",16
757350,26746,34,1,"16",9
2364366,26747,11,1,"12",30
2699702,26749,44,1,"10",10
697445,26751,6,0,"15",0
2342039,26752,5,1,"13",30
2872599,26753,4,4,"16",17
2710803,26755,15,0,"13",16
815856,26756,12,6,"12",29
1836936,26758,19,1,"06",7
3075534,26760,50,4,"07",3
3306839,26762,5,2,"17",22
274070,26764,14,3,"13",4
3014798,26768,36,0,"19",7
1125762,26769,4,1,"12",30
2947798,26770,40,5,"16",8
9322,26774,31,0,"16",5
1426581,26777,6,4,"18",14
2319298,26779,5,5,"11",30
186724,26781,4,1,"12",30
2441701,26783,20,1,"09",4
1106218,26784,44,4,"11",9
275764,26785,34,2,"12",8
2535968,26786,9,5,"18",8
2630570,26787,4,1,"17",6
3226052,26788,32,5,"09",7
1152948,26793,7,6,"11",7
507498,26794,41,3,"14",20
2113812,26797,14,5,"17",10
2719749,26800,9,6,"19",30
538106,26802,22,2,"12",20
2497997,26803,8,6,"10",1
1723209,26806,4,2,"15",30
199106,26807,8,0,"00",30
1877376,26808,20,0,"11",22
154580,26812,4,3,"18",7
1850831,26813,5,1,"14",6
1101141,26814,5,4,"16",27
254436,26815,4,6,"10",30
2759976,26817,13,6,"17",30
2298916,26819,16,1,"10",8
941265,26821,8,4,"13",30
1599127,26822,4,3,"15",30
3184868,26824,6,2,"23",30
3095984,26825,9,6,"08",24
2689744,26826,12,4,"15",9
1615120,26827,9,0,"09",16
2768186,26828,17,2,"10",7
1277673,26831,4,6,"18",30
3121117,26836,16,3,"08",22
1581640,26837,5,5,"08",14
3226929,26838,33,5,"11",20
2497751,26841,17,6,"15",4
1373077,26842,9,6,"13",30
2158337,26845,6,4,"21",9
896864,26847,10,2,"08",14
2695641,26848,5,0,"18",30
2261973,26850,32,5,"15",1
1232433,26852,5,1,"07",15
65052,26854,4,1,"20",1
1134829,26855,9,2,"17",30
960506,26856,10,3,"08",9
2416405,26858,4,3,"15",30
3392402,26860,6,1,"21",1
334910,26861,7,0,"12",30
2057723,26863,5,5,"10",30
1973767,26864,4,5,"13",30
189962,26867,5,1,"21",30
1005164,26868,6,1,"12",30
3160927,26869,6,6,"11",30
2548367,26870,36,0,"22",8
159070,26872,13,3,"09",12
2902472,26873,32,4,"18",10
2737437,26874,9,4,"12",30
252977,26875,7,1,"16",6
1749387,26877,7,0,"11",30
3175097,26878,20,1,"19",30
3373254,26879,28,6,"11",1
1646146,26881,7,0,"23",1
2727139,26882,4,6,"10",17
1586523,26888,12,0,"11",20
744786,26890,21,5,"09",19
1704440,26891,15,5,"16",15
2465326,26892,6,5,"20",4
2985264,26893,28,4,"19",25
569072,26894,11,6,"11",30
1311978,26895,10,1,"00",30
1403092,26898,49,5,"15",28
3050580,26900,4,6,"20",5
1921397,26902,9,5,"16",5
374148,26903,5,3,"09",17
1228960,26904,9,2,"15",30
620362,26905,10,6,"11",28
1632943,26909,13,1,"20",18
1124212,26910,5,0,"15",11
1446335,26913,32,1,"15",8
646139,26914,11,2,"16",22
1565581,26916,10,6,"10",30
368321,26919,30,1,"07",28
546986,26922,14,3,"16",30
2644818,26923,56,4,"08",10
2165322,26924,7,5,"14",11
2258577,26925,5,6,"16",11
2105238,26927,6,3,"07",18
1793682,26928,21,6,"14",13
2345447,26930,7,3,"20",30
1294094,26931,12,6,"11",6
1147846,26932,7,1,"06",30
1111860,26933,9,0,"11",6
1967468,26934,44,6,"16",30
1618153,26935,52,1,"06",4
2693979,26936,16,2,"08",9
1038611,26938,16,0,"12",7
3408266,26939,23,0,"13",13
2115618,26942,12,2,"09",18
634718,26943,4,5,"13",30
2959820,26945,7,2,"12",6
862486,26946,8,4,"15",6
3131182,26948,20,2,"08",9
1904319,26950,16,2,"12",22
2925024,26951,33,0,"18",7
2437535,26954,20,5,"13",9
634052,26955,5,6,"11",30
807587,26956,5,0,"08",8
3217085,26957,4,3,"07",30
2188045,26958,22,1,"10",16
3147858,26959,34,3,"14",13
1049465,26960,5,0,"12",7
1895639,26961,27,6,"14",15
2823238,26963,21,0,"10",14
1502735,26964,28,0,"17",4
2761931,26966,24,2,"10",18
334227,26967,23,0,"09",3
1781780,26968,35,6,"12",5
141848,26971,9,5,"12",26
1905959,26973,4,2,"17",21
2488817,26974,4,6,"13",30
3038695,26975,19,2,"09",4
3419347,26976,4,3,"09",9
2524200,26977,23,1,"12",30
602349,26978,72,4,"18",2
1075543,26979,5,6,"13",30
2386117,26981,15,5,"13",4
386196,26982,23,0,"20",0
2256639,26983,10,3,"16",28
3142303,26984,37,0,"11",30
2969860,26985,4,0,"17",30
40053,26986,87,5,"12",10
861928,26987,14,3,"13",20
505391,26990,29,0,"13",12
636913,26991,56,2,"16",5
769137,26992,4,2,"18",22
2314621,26998,5,1,"14",15
2326767,27000,6,2,"09",15
2232802,27002,4,0,"15",30
467797,27005,4,4,"13",4
2621301,27007,7,5,"11",3
590007,27009,10,4,"14",18
1217581,27010,5,2,"11",21
2838586,27011,6,2,"15",26
1853176,27012,8,4,"11",30
2100782,27013,4,6,"14",14
3265289,27014,4,6,"23",28
2154306,27018,5,3,"16",7
1810168,27019,4,1,"12",14
2296279,27022,33,0,"14",14
1787731,27023,12,6,"09",30
2433250,27025,4,1,"20",30
3367197,27028,4,3,"18",30
575067,27029,12,0,"11",14
341522,27030,17,1,"16",30
245323,27031,5,0,"12",30
664693,27032,8,4,"18",30
718849,27034,15,2,"09",23
2181817,27035,7,4,"16",17
2227110,27036,100,2,"21",1
997376,27037,26,1,"13",5
886014,27038,8,6,"11",30
1027492,27039,7,1,"16",10
2267410,27040,7,4,"12",10
1483780,27041,24,0,"10",21
2032522,27042,42,1,"14",3
1623506,27044,6,5,"10",0
710929,27045,10,2,"13",30
1434475,27046,4,5,"14",7
2964939,27047,61,2,"15",6
284122,27049,8,3,"09",22
3177511,27050,5,1,"18",4
2907698,27051,8,5,"11",11
113903,27052,18,6,"15",20
3318341,27053,15,0,"17",30
1663777,27054,5,4,"10",2
3146520,27055,21,1,"12",11
2628424,27056,20,0,"12",22
789423,27057,17,1,"12",30
3316775,27059,4,6,"14",5
1294952,27060,6,3,"17",3
1163704,27062,40,6,"03",8
819001,27063,25,6,"08",14
526384,27064,6,3,"15",30
2658525,27065,13,5,"15",30
1604388,27066,7,0,"15",30
803274,27067,10,5,"08",6
799479,27068,5,0,"15",30
521717,27069,28,0,"16",5
2122165,27070,6,2,"20",27
1695819,27071,7,0,"18",30
811063,27072,18,0,"15",6
1409253,27073,7,5,"12",30
1288573,27074,6,5,"16",22
2734860,27075,5,6,"13",24
281514,27076,28,3,"20",4
105944,27078,15,3,"13",5
2187184,27080,29,2,"17",15
787067,27082,14,4,"17",14
41980,27084,21,1,"09",21
1455635,27086,15,0,"21",6
2132424,27087,52,0,"15",3
507072,27088,4,1,"16",12
610368,27089,11,2,"11",30
1847255,27092,34,6,"12",14
402508,27095,19,5,"16",27
2887415,27096,6,1,"20",9
1850879,27100,4,0,"19",28
3228085,27101,11,6,"06",8
513708,27104,58,5,"08",5
2096426,27106,5,5,"13",30
590353,27107,4,3,"15",30
933448,27109,6,2,"11",30
1495567,27110,6,3,"18",30
1854665,27111,23,0,"16",18
2693640,27112,6,5,"08",21
1923559,27113,12,0,"15",7
3162474,27116,9,3,"16",16
833940,27118,4,0,"13",4
2055726,27121,26,6,"09",21
1439951,27122,87,5,"23",4
1274459,27123,8,1,"14",30
2337979,27124,7,5,"14",17
3000009,27125,31,2,"12",30
1553124,27126,16,1,"07",10
1199940,27133,15,6,"14",8
3212945,27137,23,0,"14",29
2974410,27139,8,3,"17",4
676207,27144,22,6,"11",8
2564680,27145,7,0,"10",30
2130886,27146,6,4,"10",30
2063623,27148,5,3,"00",14
2897940,27149,4,1,"16",6
1950565,27150,6,2,"12",30
1540814,27151,40,0,"14",18
514117,27153,10,3,"08",3
2344991,27154,6,0,"23",4
1522986,27155,16,6,"08",30
1468063,27158,8,1,"14",30
277088,27159,24,1,"08",12
3297519,27160,10,0,"09",30
651410,27161,4,4,"17",30
3024840,27163,7,1,"10",30
854707,27164,10,0,"22",9
3191108,27166,4,5,"12",23
1890892,27170,96,2,"09",1
1182341,27171,16,3,"09",14
1928934,27172,13,2,"12",7
2262237,27174,17,1,"17",15
3396342,27175,18,5,"16",8
2083681,27182,4,3,"08",30
1071114,27183,4,0,"16",30
2619638,27184,4,0,"14",14
3382032,27187,7,3,"18",30
1195227,27188,4,3,"22",30
2703419,27189,11,1,"12",9
2382190,27192,13,6,"14",29
956208,27195,19,2,"18",30
1760702,27196,4,1,"10",14
4495,27197,10,2,"12",7
152730,27198,15,1,"17",30
312250,27199,5,4,"20",6
1654114,27200,42,0,"10",7
1603023,27201,60,6,"09",5
145499,27202,12,1,"18",6
1101118,27205,92,5,"14",2
103546,27207,16,1,"16",30
768885,27208,100,6,"10",4
2570850,27210,4,5,"09",30
2809701,27211,6,3,"04",30
1994394,27212,23,2,"21",9
1489728,27213,26,1,"09",11
2264394,27214,7,6,"09",30
3098466,27216,10,2,"14",15
2758333,27218,16,2,"16",6
660138,27219,44,5,"12",5
2667396,27220,9,1,"13",3
2659877,27222,5,5,"09",30
3283636,27224,6,0,"09",19
3332351,27225,7,6,"23",20
980463,27227,5,4,"19",30
3202322,27228,6,6,"16",30
2085008,27230,7,3,"16",6
709093,27231,4,6,"13",8
2083491,27232,24,6,"15",12
1415191,27236,8,1,"14",30
1895098,27238,12,1,"00",30
1366791,27239,4,5,"09",10
762178,27242,11,1,"22",23
388066,27243,4,5,"14",11
669991,27245,31,0,"10",9
174728,27249,7,4,"18",30
1317559,27250,16,2,"11",18
2586801,27251,9,1,"13",29
102852,27252,7,0,"11",13
1781913,27253,8,0,"18",30
2114245,27254,4,3,"17",30
2777863,27255,4,3,"11",30
233767,27256,6,4,"16",19
66981,27257,9,6,"01",25
890751,27258,91,3,"18",13
1701624,27259,18,3,"16",30
11961,27260,5,1,"16",30
652506,27261,8,2,"08",5
1986400,27262,35,6,"10",9
31249,27264,4,2,"16",30
3074467,27265,43,4,"21",4
631030,27266,5,0,"06",30
2419358,27267,10,3,"12",30
593450,27268,4,4,"10",30
2276848,27269,19,6,"11",5
520520,27270,9,5,"11",30
236192,27273,9,5,"10",23
206176,27274,4,1,"18",30
2755858,27276,6,2,"18",26
2722006,27277,11,0,"16",11
1316956,27278,10,3,"17",30
714556,27282,7,4,"21",30
3413455,27283,5,1,"19",29
2231020,27284,8,6,"12",10
754474,27286,8,6,"13",7
1161228,27287,6,1,"13",10
443611,27289,6,2,"08",21
3274938,27290,4,3,"10",30
269516,27291,82,3,"13",1
2312953,27292,20,5,"13",3
1484549,27293,8,1,"18",30
1279299,27294,16,5,"15",5
3078009,27295,13,3,"12",16
3213246,27297,7,1,"15",30
2340370,27298,4,2,"20",30
2693991,27299,29,1,"16",7
397193,27300,43,0,"14",5
2827989,27303,55,0,"19",7
3289632,27305,17,4,"14",15
1322379,27308,32,5,"16",6
53494,27310,16,4,"07",4
2834806,27311,13,1,"17",30
1242812,27314,4,1,"12",30
58220,27318,4,1,"09",30
3181407,27319,20,6,"15",6
2536625,27320,12,6,"11",28
1376790,27321,14,0,"19",18
278842,27322,4,4,"16",21
1201755,27323,4,0,"11",15
89672,27324,20,1,"15",13
3118103,27325,4,6,"13",30
2468295,27326,11,6,"22",30
409215,27328,24,2,"16",30
979338,27329,15,5,"19",30
1314331,27330,19,0,"11",30
3412046,27331,40,6,"10",14
951047,27332,18,3,"17",25
1160136,27333,10,5,"21",6
81362,27334,7,0,"08",6
995733,27335,13,4,"17",30
1949053,27336,17,2,"18",5
1792123,27337,20,0,"11",15
1293064,27339,7,3,"20",30
61983,27341,13,5,"08",12
1384489,27342,8,5,"09",28
2426911,27343,13,1,"17",4
2350895,27345,10,5,"16",4
2950836,27347,100,0,"14",4
787449,27348,17,5,"19",30
1782445,27349,7,4,"06",30
1428823,27350,5,6,"12",30
3273112,27352,12,3,"18",30
134255,27353,89,0,"10",3
2550286,27354,6,0,"19",5
103323,27355,13,6,"16",30
443374,27357,7,1,"14",30
2304990,27359,5,1,"21",30
3297653,27361,7,2,"12",13
2798928,27362,6,2,"15",30
3225232,27365,4,3,"16",27
5606,27366,8,6,"17",6
2069443,27367,19,5,"14",2
496253,27370,9,1,"20",7
385887,27372,5,1,"12",30
1959980,27373,37,5,"08",14
3281480,27374,28,5,"14",30
2520398,27376,12,2,"11",30
3125650,27377,11,0,"21",7
638694,27378,7,4,"23",30
3061399,27380,34,0,"16",23
2513293,27384,29,1,"08",2
2844701,27387,9,4,"13",3
488146,27388,6,2,"11",21
576854,27389,25,0,"11",22
1311627,27390,10,0,"17",12
2921756,27391,6,1,"17",30
1521609,27392,11,4,"15",10
2325649,27394,13,5,"17",30
2132769,27396,5,3,"01",30
1869445,27397,4,1,"20",16
877411,27400,9,2,"12",30
502058,27401,6,2,"17",30
1853194,27405,10,0,"11",6
1927814,27406,7,4,"13",13
1409400,27409,5,6,"12",30
1161806,27411,21,3,"11",30
1873009,27412,43,6,"22",25
2195860,27414,69,1,"16",21
2512077,27417,18,5,"10",14
2239691,27418,10,6,"16",30
223018,27420,7,2,"12",22
115669,27421,11,0,"15",30
1686222,27423,10,5,"19",10
2022278,27424,4,1,"18",27
1214031,27428,52,0,"12",8
478812,27429,54,1,"16",6
2219669,27430,100,1,"21",0
467654,27431,19,2,"10",11
907159,27432,10,5,"22",4
1234901,27434,4,5,"07",30
2019402,27435,8,3,"10",29
967216,27436,7,5,"09",30
957826,27437,10,3,"09",8
2117409,27438,4,0,"15",2
905021,27440,9,0,"18",30
1882736,27442,23,2,"14",16
2734437,27444,8,5,"09",18
758827,27445,78,4,"10",30
1648951,27449,6,3,"11",6
1358243,27452,5,4,"17",8
921950,27453,16,3,"14",9
872682,27454,4,0,"09",6
3263361,27455,19,0,"17",20
2838543,27456,34,0,"09",4
685074,27457,16,5,"21",18
2006803,27458,7,6,"14",20
1228798,27467,7,1,"07",30
1245944,27468,6,2,"14",30
1198417,27469,22,6,"10",30
426209,27471,4,0,"15",30
2124472,27472,7,6,"14",7
1531454,27473,9,0,"18",7
2770549,27474,5,4,"08",30
517203,27476,44,3,"13",6
1390094,27478,61,3,"14",22
2715065,27479,8,1,"13",30
1521833,27482,12,6,"22",30
1921037,27484,23,0,"18",6
3129855,27486,18,1,"11",30
1552709,27487,6,5,"20",30
1576339,27489,21,1,"17",8
585094,27492,26,3,"21",6
2590719,27496,24,1,"17",30
226774,27499,5,4,"09",30
2637231,27500,46,3,"13",7
1497880,27501,5,6,"12",28
2281447,27503,13,6,"13",4
2123930,27504,7,4,"09",30
1706206,27506,14,5,"18",30
2709390,27507,8,6,"12",30
1932579,27509,7,5,"16",30
2404860,27510,6,4,"09",30
1815024,27512,4,6,"17",9
2932314,27513,13,0,"19",30
343413,27514,48,0,"15",8
291198,27519,17,6,"20",11
926756,27520,33,3,"10",11
2077183,27523,21,0,"21",15
2951396,27525,47,5,"10",14
2927836,27531,7,2,"20",30
1870891,27532,26,3,"14",23
3417991,27533,6,5,"10",30
2771218,27534,6,0,"13",30
935494,27537,96,6,"07",3
3232545,27538,10,0,"14",21
51800,27543,12,5,"17",1
1471222,27545,14,3,"08",6
2035419,27546,12,5,"21",16
1222329,27547,30,6,"12",25
2391544,27548,22,3,"18",2
3145957,27549,7,1,"11",5
27696,27550,37,2,"17",3
807100,27551,4,0,"19",15
3167268,27552,4,1,"13",6
1062472,27554,47,5,"19",7
1416012,27557,9,0,"14",7
2469615,27558,15,0,"22",19
1830431,27559,7,3,"11",30
3088435,27561,10,0,"13",10
2194592,27562,28,1,"13",7
49427,27564,11,2,"16",18
1925907,27567,10,6,"14",30
2642491,27569,24,4,"10",7
3019702,27570,18,6,"16",29
181800,27572,31,5,"10",8
2565909,27575,32,4,"21",7
3080633,27577,27,0,"20",7
2971126,27578,4,3,"08",30
720911,27579,7,0,"15",6
3111046,27581,100,5,"17",2
1881997,27583,6,0,"15",6
1755784,27584,62,1,"19",5
1351391,27585,4,0,"23",30
98455,27586,20,0,"14",8
3162465,27587,26,0,"16",0
999393,27588,61,5,"17",3
2048641,27589,30,3,"11",17
933164,27591,16,5,"10",3
2789933,27594,11,1,"10",7
2377360,27595,6,5,"09",30
3261965,27596,19,5,"12",24
2850915,27597,4,6,"17",30
795604,27598,4,6,"07",30
3335437,27599,20,6,"07",3
2104920,27602,6,6,"19",30
418869,27603,11,2,"12",8
2400730,27605,23,4,"17",8
1551078,27606,17,4,"11",10
1059014,27608,100,4,"06",1
1666751,27613,6,2,"09",30
36148,27618,21,4,"15",7
2786979,27619,7,4,"22",5
1357263,27620,12,4,"09",13
1736554,27622,26,1,"12",9
3154520,27625,20,1,"15",13
1725374,27626,5,0,"13",17
1954753,27627,6,4,"22",3
266581,27628,4,0,"15",14
310633,27629,27,3,"11",5
807200,27630,27,4,"19",30
2038876,27631,44,3,"09",2
3247128,27632,4,1,"13",25
2467680,27633,49,6,"13",7
546728,27634,14,5,"11",30
1119820,27635,9,4,"19",30
2884963,27638,6,6,"11",18
1028956,27639,61,2,"14",2
2697082,27640,15,6,"17",3
2463487,27643,15,3,"01",19
802131,27644,4,0,"18",5
151594,27646,17,2,"12",5
502283,27647,48,6,"19",8
361824,27648,12,2,"16",30
3021362,27649,5,3,"11",21
774,27650,25,0,"17",12
3043167,27651,5,0,"13",10
1210534,27656,17,5,"18",3
1474665,27659,7,4,"14",30
1023790,27663,4,6,"10",30
708494,27664,35,6,"15",2
567407,27665,22,6,"15",30
2194519,27667,8,0,"08",8
713073,27668,16,2,"14",30
967002,27669,10,0,"11",23
3083969,27674,19,3,"10",18
1453637,27678,29,1,"19",8
2415947,27680,7,5,"18",30
823294,27681,5,5,"16",30
1211212,27682,31,3,"16",25
2905345,27685,14,2,"18",11
1522101,27688,6,4,"09",24
2762745,27689,11,3,"15",13
3225916,27690,13,4,"13",28
1782434,27692,4,1,"07",27
791050,27694,13,6,"12",7
200292,27695,28,5,"17",30
2845987,27697,4,4,"19",6
886403,27702,18,5,"08",12
1699405,27703,4,6,"09",30
2740701,27704,59,5,"17",9
1797090,27707,7,5,"12",3
1708367,27710,14,3,"19",22
2573515,27711,7,1,"20",8
2341692,27712,6,3,"08",10
1014906,27715,19,5,"09",9
703120,27716,5,4,"10",8
2781169,27717,6,0,"18",30
2586015,27719,6,0,"14",20
1870693,27720,5,2,"14",5
3167773,27724,16,1,"09",7
2212862,27726,12,0,"13",19
3278032,27727,9,6,"19",30
3322915,27728,4,0,"12",30
3276015,27729,7,1,"14",29
1057023,27731,6,5,"16",14
2302276,27734,11,6,"12",15
2976933,27736,9,0,"13",5
1384735,27737,4,2,"19",19
302837,27738,9,0,"13",22
1315038,27740,20,2,"10",8
1922703,27741,18,5,"09",3
1088979,27742,10,0,"15",30
1370341,27743,10,0,"11",30
2778407,27744,5,6,"14",30
124191,27748,18,3,"17",30
366394,27749,19,2,"11",25
2818248,27752,22,4,"13",7
674570,27753,4,3,"11",14
1337303,27756,4,6,"11",30
216301,27757,12,4,"13",30
2601020,27758,23,4,"13",4
1117368,27759,12,1,"15",8
127711,27760,13,2,"07",11
620961,27762,25,0,"08",4
2085414,27763,6,2,"19",13
2547130,27765,10,5,"09",30
844,27766,10,6,"15",11
3341060,27768,26,3,"13",10
2522733,27772,4,1,"17",30
2343881,27775,10,5,"12",30
2574317,27777,8,0,"14",19
1868924,27778,12,6,"09",12
2055109,27779,6,0,"11",30
2332354,27781,22,3,"20",6
2876890,27782,9,0,"08",20
1043263,27784,6,5,"16",18
1227273,27786,29,0,"09",11
2862593,27787,20,2,"09",6
2754548,27788,11,1,"17",15
2409863,27789,38,6,"18",5
651853,27790,6,5,"16",4
1292606,27792,6,2,"20",30
388845,27793,4,0,"17",26
1152333,27796,27,1,"16",5
1303264,27797,55,0,"11",5
2318545,27798,4,1,"19",28
978545,27800,8,1,"15",12
863820,27802,15,1,"12",30
851347,27804,30,6,"14",3
2987138,27805,9,3,"09",30
3028768,27807,5,1,"14",30
603259,27809,27,1,"10",6
2493993,27810,16,1,"09",7
776036,27811,5,5,"12",30
1110863,27812,5,0,"15",30
2568469,27816,7,0,"21",0
627786,27817,5,0,"14",13
1520889,27818,30,2,"10",12
402703,27819,23,2,"10",8
2038205,27820,8,3,"14",17
2782044,27821,12,5,"20",12
1156466,27826,9,6,"15",0
2020367,27827,15,6,"12",21
1250514,27829,37,3,"11",13
1089979,27830,14,3,"12",4
1753002,27831,4,2,"17",13
683815,27832,40,0,"15",6
376478,27833,5,6,"12",8
533914,27834,6,3,"07",30
449747,27836,14,6,"17",30
1311950,27838,14,4,"10",0
387551,27839,7,5,"14",9
1366921,27840,10,5,"15",2
890350,27842,7,5,"09",18
941253,27843,36,6,"09",7
2986401,27844,4,1,"10",28
719920,27847,4,2,"11",30
1747966,27848,4,2,"14",14
1794684,27849,8,5,"13",30
629955,27850,6,5,"15",5
1664122,27852,27,4,"12",0
2905210,27853,31,1,"18",21
2238093,27854,32,5,"15",4
2025034,27855,8,6,"15",6
1581992,27857,7,0,"11",22
2415974,27859,5,3,"16",24
1574065,27862,91,5,"17",2
1837881,27863,13,6,"12",18
2040262,27864,8,1,"16",30
231218,27867,27,0,"18",15
566016,27869,4,0,"12",30
2862931,27872,12,1,"14",30
620034,27875,22,5,"00",30
3255533,27879,14,4,"18",10
927600,27883,4,1,"10",30
25797,27884,40,3,"08",9
698799,27886,12,5,"15",12
1248445,27887,5,6,"12",9
2911707,27889,10,4,"12",26
1544521,27891,17,1,"20",30
2237437,27892,6,4,"14",30
1251934,27897,19,6,"16",3
155869,27898,5,2,"18",16
596415,27899,38,1,"11",18
694960,27901,21,4,"15",14
429989,27904,5,4,"11",30
2948708,27905,6,5,"15",18
554150,27906,5,4,"15",0
2012979,27907,100,5,"19",3
1370679,27908,20,6,"09",14
3159008,27910,12,0,"13",29
3266748,27911,13,5,"12",25
692942,27913,17,5,"11",4
2271323,27914,20,0,"11",23
3102700,27915,7,6,"14",6
197936,27918,4,0,"10",30
2069580,27919,9,1,"10",11
1294487,27920,7,0,"16",30
1262632,27921,7,6,"10",12
1316010,27924,12,5,"21",13
1110202,27925,7,2,"10",12
385105,27926,49,4,"07",3
3298170,27928,7,0,"17",30
29750,27930,7,6,"19",0
2592809,27931,25,0,"15",14
715419,27932,14,6,"12",8
1441804,27933,4,2,"21",19
3246561,27934,4,0,"13",30
1007111,27937,19,2,"08",30
2650183,27940,12,0,"12",28
708896,27941,6,6,"16",17
3393610,27942,7,5,"14",5
2388151,27943,13,3,"10",23
2218883,27944,15,1,"11",30
2685423,27945,8,0,"07",8
2847121,27946,8,0,"15",4
815696,27947,12,0,"11",30
1667690,27949,27,1,"15",4
1471768,27950,12,6,"19",30
313145,27951,12,3,"17",8
381843,27954,4,0,"15",30
1104723,27955,38,2,"13",11
3207804,27956,4,0,"18",13
1058497,27958,8,3,"14",30
1508493,27959,82,4,"14",1
1376810,27960,8,6,"07",14
2987153,27962,17,1,"17",13
3419471,27963,13,0,"10",30
1960200,27964,15,0,"16",22
1367095,27965,25,2,"09",12
1884728,27967,19,0,"19",16
2098744,27968,9,2,"09",19
3004948,27973,6,1,"00",30
1934968,27976,10,3,"16",30
147827,27977,55,0,"21",12
1049455,27978,6,5,"18",30
2353449,27981,14,0,"11",30
2594369,27982,9,1,"14",30
1954048,27983,42,3,"20",1
462532,27984,9,1,"11",25
1246275,27986,20,5,"20",2
1836803,27987,14,6,"21",7
1998842,27988,22,0,"10",11
1162670,27990,5,1,"12",30
2989120,27991,7,0,"17",14
2158058,27992,84,4,"13",10
1971184,27993,50,4,"13",3
1050693,27997,23,2,"15",18
2804818,27998,9,6,"16",30
2885036,27999,7,4,"14",30
1453019,28000,79,2,"13",6
1383780,28002,14,6,"20",30
2028703,28005,6,4,"18",7
1970386,28006,12,0,"17",7
611729,28008,8,6,"10",30
818222,28011,12,2,"09",11
603727,28012,9,0,"11",1
951847,28013,6,4,"14",30
1420217,28014,4,5,"11",9
2935657,28015,30,3,"10",5
1336486,28017,13,0,"07",1
2805211,28019,13,1,"12",15
1688310,28020,11,1,"10",14
236106,28021,26,0,"13",12
2398223,28022,5,3,"18",10
2632267,28023,18,0,"19",21
819590,28024,5,5,"20",30
913263,28025,5,1,"16",27
1122804,28026,7,5,"10",7
1605013,28027,4,6,"22",30
930552,28028,6,3,"09",7
2207611,28029,10,4,"18",4
543402,28033,6,4,"20",15
3159277,28035,26,6,"07",6
1123372,28037,24,3,"08",7
1023679,28039,5,5,"03",10
1427796,28042,14,0,"19",4
2506987,28043,5,5,"09",4
1669534,28045,5,0,"08",6
2479870,28047,4,1,"13",1
3130040,28049,8,6,"17",20
281405,28057,5,4,"11",18
46254,28059,5,1,"14",30
656909,28060,7,4,"11",30
3368791,28061,9,1,"18",13
2526389,28062,14,2,"14",29
2918877,28063,8,5,"13",21
